"EventType","EventID","Order","SubjectID","ToolInstances","CodeStateID","ServerTimestamp","ProblemID","Correct"
"Submit","0e96b1fddc623987c4ca09e18bb616ea",1386,"S002","ITAP; Python",1073,"2016-02-05T19:57:00","firstAndLast",FALSE
"Submit","2df4efafa2951e992be430e171a0d3ab",1387,"S002","ITAP; Python",1074,"2016-02-05T19:58:00","firstAndLast",FALSE
"Submit","3360f15d5ff2be07b9cd3e22680b773d",1388,"S002","ITAP; Python",1075,"2016-02-05T19:58:00","firstAndLast",FALSE
"Submit","87b3a254cadc148756fd89d98c407e06",1389,"S002","ITAP; Python",1076,"2016-02-05T19:58:00","firstAndLast",FALSE
"Submit","bac5df3413ce3f5504257a5602ee1d92",1390,"S002","ITAP; Python",1075,"2016-02-05T20:00:00","firstAndLast",FALSE
"Submit","46f5fe28110936b4c5018a62860b4040",1391,"S002","ITAP; Python",1075,"2016-02-05T20:01:00","firstAndLast",FALSE
"X-HintRequest","f0fa930eb77a6204afe132ed888a62b2",1392,"S002","ITAP; Python",1075,"2016-02-05T20:01:00","firstAndLast",FALSE
"Submit","6872668a31fbf8b58cd238f221357ac4",1393,"S002","ITAP; Python",1075,"2016-02-05T20:03:00","firstAndLast",FALSE
"Submit","3572ed700e1c9663a60a3cf8b53fb341",1394,"S002","ITAP; Python",1076,"2016-02-05T20:03:00","firstAndLast",FALSE
"X-HintRequest","10c2140a69d2fbba64178a370a1ba2e8",1395,"S002","ITAP; Python",1076,"2016-02-05T20:03:00","firstAndLast",FALSE
"Submit","e5b546201665f998343b1787c7e67a55",1396,"S002","ITAP; Python",1077,"2016-02-05T20:05:00","firstAndLast",FALSE
"Submit","79339801c17d2714f1cf728f54d147d4",1397,"S002","ITAP; Python",1078,"2016-02-05T20:05:00","firstAndLast",TRUE
"Submit","593ccd906f6a162ae95417e80206f1ae",1398,"S002","ITAP; Python",1079,"2016-02-05T20:07:00","singlePigLatin",FALSE
"Submit","73039fd48b5d603ae76907c52b79af5d",1399,"S002","ITAP; Python",1080,"2016-02-05T20:07:00","singlePigLatin",FALSE
"Submit","ecc37a46af9e61b96ceddac86eaae1e7",1400,"S002","ITAP; Python",1081,"2016-02-05T20:08:00","singlePigLatin",FALSE
"X-HintRequest","e5c38806c2704d6ba572e66113d7ccdc",1401,"S002","ITAP; Python",1081,"2016-02-05T20:08:00","singlePigLatin",FALSE
"Submit","c0ef685e15e65e1cc1882874524add05",1402,"S002","ITAP; Python",1080,"2016-02-05T20:09:00","singlePigLatin",FALSE
"Submit","50ea6da477999ee58c5fb514271b7c6b",1403,"S002","ITAP; Python",1079,"2016-02-05T20:12:00","singlePigLatin",FALSE
"Submit","56e5a64217821d8b9e0959df4acd8372",1404,"S002","ITAP; Python",1082,"2016-02-05T20:12:00","singlePigLatin",TRUE
"Submit","85a5a01735e83b1120e1cd7973149608",1405,"S002","ITAP; Python",1083,"2016-02-05T20:16:00","hasTwoDigits",FALSE
"Submit","677d80d587eaebfe15fbf8fb1a5945ad",1406,"S002","ITAP; Python",1084,"2016-02-05T20:16:00","hasTwoDigits",TRUE
"Submit","6e9fc7b5acebb915c20a6038ed09656d",1407,"S002","ITAP; Python",1085,"2016-02-05T20:19:00","isEvenPositiveInt",FALSE
"Submit","344faaa730dfdcc3bcc86ce95f05f3fa",1408,"S002","ITAP; Python",1086,"2016-02-05T20:22:00","isEvenPositiveInt",FALSE
"Submit","def38a17beeba574bc6533b7665f0de5",1431,"S002","ITAP; Python",1105,"2016-02-07T00:28:00","isEvenPositiveInt",FALSE
"Submit","3823fa5958e4c79d3990ff7271987408",1432,"S002","ITAP; Python",1106,"2016-02-07T00:40:00","isEvenPositiveInt",TRUE
"Submit","bd747265c93f97bfd979c6bb7583dac8",1433,"S002","ITAP; Python",1107,"2016-02-07T00:44:00","isSubstring",FALSE
"X-HintRequest","82357f83ceb840ee4ee8691db955add9",1434,"S002","ITAP; Python",1107,"2016-02-07T00:44:00","isSubstring",FALSE
"X-HintRequest","ed8b49e0f4135e2c468d976cdbec9161",1435,"S002","ITAP; Python",1108,"2016-02-07T00:45:00","isSubstring",FALSE
"Submit","a57587a08f1a9cebcb67f53b38dacc66",1793,"S011","ITAP; Python",1223,"2016-02-13T06:04:00","helloWorld",FALSE
"Submit","83d2793562ad761f1acc803838172b3c",1794,"S011","ITAP; Python",861,"2016-02-13T06:04:00","helloWorld",FALSE
"Submit","484ab4fd79b21be304a5ac81239c00b5",1795,"S011","ITAP; Python",1395,"2016-02-13T06:04:00","helloWorld",FALSE
"Submit","4d10fe090e7cc02b0a0136a82d48a631",1796,"S011","ITAP; Python",98,"2016-02-13T06:05:00","helloWorld",TRUE
"Submit","5b39235ff3c9b25407827310f89e6fbf",1797,"S011","ITAP; Python",232,"2016-02-13T06:05:00","doubleX",TRUE
"Submit","dfcf8cd81691ae09119b41ae016c0c36",1798,"S011","ITAP; Python",1396,"2016-02-13T06:06:00","raiseToPower",TRUE
"Submit","7f23be2fddc31e92d762ac84cec21ef5",1799,"S011","ITAP; Python",100,"2016-02-13T06:07:00","convertToDegrees",TRUE
"X-HintRequest","51ddf6d5cf81270432bd7fab735cc4d9",1800,"S011","ITAP; Python",1397,"2016-02-13T06:09:00","isPunctuation",FALSE
"X-HintRequest","b599fc43860525392ec3fbf2cd393b25",1801,"S011","ITAP; Python",1398,"2016-02-13T06:09:00","isPunctuation",FALSE
"X-HintRequest","8f7bb543c2a806baf25299e632b7b01f",1802,"S011","ITAP; Python",1399,"2016-02-13T06:10:00","isPunctuation",FALSE
"Submit","3c7430595beebb0841cc24531315784c",1803,"S011","ITAP; Python",1400,"2016-02-13T06:11:00","isPunctuation",FALSE
"Submit","b7aadd5c52d815cdf4bb0e6d856df932",1804,"S011","ITAP; Python",1401,"2016-02-13T06:12:00","isPunctuation",FALSE
"Submit","4bedfdda1624d31f404f128afe80b6e3",1805,"S011","ITAP; Python",1402,"2016-02-13T06:12:00","isPunctuation",FALSE
"Submit","cfa4ebe8d1d376f57b009cc3477da14e",1806,"S011","ITAP; Python",1403,"2016-02-13T06:14:00","findRoot",FALSE
"Submit","464d765052a59116e57e0e27c860e50a",1807,"S011","ITAP; Python",912,"2016-02-13T06:15:00","leftoverCandy",TRUE
"Submit","9bcfb5cfffc113bde3ceea6c30eaf702",1808,"S011","ITAP; Python",1364,"2016-02-13T06:15:00","intToFloat",TRUE
"Submit","3b09699258b81c09d9edbdacbf9c54ee",1809,"S011","ITAP; Python",1404,"2016-02-13T06:19:00","howManyEggCartons",TRUE
"Submit","2cc2cb5818fe35918ee5bb4ac3fdf708",1810,"S011","ITAP; Python",1405,"2016-02-13T06:39:00","kthDigit",FALSE
"Submit","19f857adf15971b975c03f1c47b55b85",1811,"S011","ITAP; Python",1406,"2016-02-13T06:40:00","kthDigit",FALSE
"Submit","5eaa77ef757fac5bc59b1395ded86f1f",1812,"S011","ITAP; Python",1407,"2016-02-13T06:43:00","kthDigit",FALSE
"Submit","c9f2d80a0b5d308379e9a72acf72123a",1813,"S011","ITAP; Python",1408,"2016-02-13T06:47:00","nearestBusStop",FALSE
"Submit","bb39becb942251baec975f5b04501c04",1814,"S011","ITAP; Python",1409,"2016-02-13T06:54:00","nearestBusStop",FALSE
"Submit","273804dcd373ccfbeb267c9956b729d3",1815,"S011","ITAP; Python",782,"2016-02-13T06:55:00","backwardsCombine",TRUE
"Submit","a1e42c8f65412dd509b9e9c2f4b953d1",1816,"S011","ITAP; Python",1410,"2016-02-13T06:56:00","firstAndLast",FALSE
"Submit","519f7bc2a386ec85b276a0de6bcc5e40",1817,"S011","ITAP; Python",1411,"2016-02-13T06:56:00","firstAndLast",FALSE
"X-HintRequest","57d5dd18513ad1ac2a0bf282e6c35f4a",1818,"S011","ITAP; Python",1411,"2016-02-13T06:57:00","firstAndLast",FALSE
"Submit","082d41929256ce18d691ee3cec1a8f6b",1819,"S011","ITAP; Python",1412,"2016-02-13T06:58:00","firstAndLast",FALSE
"Submit","5eeb61178462349cca91a3996c126bf6",1820,"S011","ITAP; Python",1413,"2016-02-13T07:00:00","firstAndLast",FALSE
"Submit","cf81981a9321d49f0e0726f4c540b329",1821,"S011","ITAP; Python",1414,"2016-02-13T07:01:00","firstAndLast",FALSE
"X-HintRequest","d194a1cb96b3144d91998a0ee959f338",1822,"S011","ITAP; Python",1414,"2016-02-13T07:02:00","firstAndLast",FALSE
"Submit","bce9bfef46ed7cd321a548fc97bac677",1823,"S011","ITAP; Python",1415,"2016-02-13T07:09:00","firstAndLast",FALSE
"Submit","4950b62d82f40890628eb09573126476",1824,"S011","ITAP; Python",1416,"2016-02-13T07:20:00","firstAndLast",FALSE
"Submit","e06875089ae97074ee136319fff1f267",1825,"S011","ITAP; Python",1417,"2016-02-13T07:22:00","firstAndLast",FALSE
"Submit","bbf5572949487988b25c96753d40f8b5",1826,"S011","ITAP; Python",1418,"2016-02-13T07:24:00","firstAndLast",FALSE
"Submit","75b2a737705139649f36f94526330906",1827,"S011","ITAP; Python",1419,"2016-02-13T07:24:00","firstAndLast",FALSE
"Submit","6e476be4c4305e0d391b6d96b4f3716e",1828,"S011","ITAP; Python",1420,"2016-02-13T07:24:00","firstAndLast",TRUE
"Submit","fd38bd2711ad9241af504b69a8807130",1829,"S011","ITAP; Python",1417,"2016-02-13T07:24:00","firstAndLast",FALSE
"Submit","ff04c6a95b38a62f17669c667b256746",1830,"S011","ITAP; Python",1420,"2016-02-13T07:25:00","firstAndLast",TRUE
"Submit","559a9ea577f01fc959fe86dda98726ab",1831,"S011","ITAP; Python",1421,"2016-02-13T07:29:00","singlePigLatin",FALSE
"Submit","79df849d9a4f93c472e7edb529fb0b29",1832,"S011","ITAP; Python",1422,"2016-02-13T07:29:00","singlePigLatin",TRUE
"Submit","c5e5fb5e2f7b5d06efe0b34bed9f6fdd",1833,"S011","ITAP; Python",1421,"2016-02-13T07:31:00","singlePigLatin",FALSE
"Submit","10e7b8521943300cecfdbb5ff1a8fb02",1834,"S011","ITAP; Python",1422,"2016-02-13T07:31:00","singlePigLatin",TRUE
"Submit","1b93dd8ba261eb24230ea598ef515e3d",1835,"S011","ITAP; Python",1423,"2016-02-13T07:33:00","overNineThousand",TRUE
"Submit","e92bd379a3a9ce7a5fca21b343c8b1c9",1836,"S011","ITAP; Python",1424,"2016-02-13T07:33:00","hasTwoDigits",FALSE
"Submit","5feced31fbcea15240765b43467fbce5",1837,"S011","ITAP; Python",1425,"2016-02-13T07:35:00","hasTwoDigits",TRUE
"Submit","d955001bb5b65589875cbb0de0f5aadc",1838,"S011","ITAP; Python",1426,"2016-02-13T07:36:00","canDrinkAlcohol",FALSE
"Submit","7fb360a064f3bed0a29fd3b21955729d",1839,"S011","ITAP; Python",1427,"2016-02-13T07:36:00","canDrinkAlcohol",FALSE
"Submit","e8188c7415463c0eb084a597c475e49f",1840,"S011","ITAP; Python",1428,"2016-02-13T07:36:00","canDrinkAlcohol",TRUE
"Submit","729a1ded00161bdacdcd7b63481588e9",1841,"S011","ITAP; Python",1429,"2016-02-13T07:38:00","isEvenPositiveInt",TRUE
"Submit","1a01dd5dd969ba3932f5ca3e021fee96",1842,"S011","ITAP; Python",1430,"2016-02-13T07:38:00","isEvenPositiveInt",TRUE
"Submit","e81432b94a1a3f4ba2a6028ed9eb8f5a",1843,"S011","ITAP; Python",1431,"2016-02-13T07:39:00","isSubstring",FALSE
"Submit","1961eef3680e40002e3dad9281aacfaa",1844,"S011","ITAP; Python",1432,"2016-02-13T07:40:00","isSubstring",TRUE
"Submit","01142137910d115dffa4fe8fd9b51c6a",1849,"S011","ITAP; Python",1432,"2016-02-13T07:48:00","isSubstring",TRUE
"Submit","83351d0ed9a550e2972a6e05ab257f7e",1850,"S011","ITAP; Python",1436,"2016-02-13T07:50:00","oneToN",FALSE
"Submit","1d4af5f7571066b2a2c2582879460be8",1851,"S011","ITAP; Python",1437,"2016-02-13T07:50:00","oneToN",FALSE
"Submit","36845218b4a31b42a6d94789f1a9581a",1852,"S011","ITAP; Python",1432,"2016-02-13T07:51:00","isSubstring",TRUE
"Submit","60a7e2d3989fa15cf8af03772623a596",1854,"S011","ITAP; Python",1432,"2016-02-13T15:56:00","isSubstring",TRUE
"Submit","b369184507400bdd2e18bb33a640310e",1855,"S011","ITAP; Python",1439,"2016-02-13T15:58:00","oneToN",FALSE
"Submit","99d09dc07cc413570684a59e7b1291f1",1856,"S011","ITAP; Python",1440,"2016-02-13T15:59:00","oneToN",FALSE
"Submit","d478645c94861ae58e6b21be92aa205f",1857,"S011","ITAP; Python",1441,"2016-02-13T16:00:00","oneToN",FALSE
"Submit","4b56949981d1314e90eb4c3829833ab7",1858,"S011","ITAP; Python",1442,"2016-02-13T16:00:00","oneToN",FALSE
"Submit","40b2ff62e85f005915c2b11c091415e6",1859,"S011","ITAP; Python",1443,"2016-02-13T16:00:00","oneToN",FALSE
"Submit","0f2171dea039af1803647f33f4b77901",1860,"S011","ITAP; Python",1444,"2016-02-13T16:01:00","oneToN",FALSE
"Submit","a7275bc564b2c85c1821272bb9b06e83",1861,"S011","ITAP; Python",1445,"2016-02-13T16:01:00","oneToN",FALSE
"Submit","64b2fc715079c40e2dd4abea0081a8c0",1862,"S011","ITAP; Python",1446,"2016-02-13T16:04:00","oneToN",FALSE
"Submit","86fbaf8400e667df0f7173f5b71a4271",1863,"S011","ITAP; Python",1447,"2016-02-13T16:06:00","oneToN",FALSE
"Submit","78461cb3d89b5c96c0bbcc4423b7213f",1864,"S011","ITAP; Python",1448,"2016-02-13T16:07:00","sumOfDigits",FALSE
"Submit","329e1826f368a3df4da3edbbf3cff857",1865,"S011","ITAP; Python",1449,"2016-02-13T16:08:00","sumOfDigits",FALSE
"Submit","ae4753d152691ecd36786c7e0f6288b1",2101,"S011","ITAP; Python",1621,"2016-02-14T17:24:00","carefulSquareRoot",TRUE
"Submit","bfd6ae5fba7e4406be8f2bb5581fca1b",1484,"S014","ITAP; Python",87,"2016-02-08T23:57:00","helloWorld",FALSE
"Submit","18c82664a5a93178eb36a6a0d7e294d3",1485,"S014","ITAP; Python",1149,"2016-02-08T23:57:00","helloWorld",TRUE
"Submit","9e87c3415ca3e43b4cc9e3af8a3d1b94",1486,"S014","ITAP; Python",1150,"2016-02-08T23:59:00","doubleX",TRUE
"Submit","38afe4600d21baa1aaa68593a8cfa2eb",1487,"S014","ITAP; Python",236,"2016-02-09T00:00:00","raiseToPower",TRUE
"Submit","2be3881aa0d50570c66cf69864ae5144",1488,"S014","ITAP; Python",1151,"2016-02-09T00:04:00","convertToDegrees",FALSE
"Submit","cdea08e95303d5d7737446f575b26388",1489,"S014","ITAP; Python",1152,"2016-02-09T00:05:00","convertToDegrees",TRUE
"Submit","b67c4ef07b9b7c1a64936fb926ba3b06",1490,"S014","ITAP; Python",1153,"2016-02-09T00:07:00","isPunctuation",FALSE
"X-HintRequest","c3ce2a0fc51f35ae210e692a6af850b9",1491,"S014","ITAP; Python",1153,"2016-02-09T00:08:00","isPunctuation",FALSE
"Submit","b7e50c8f365c183988d749255da31064",1492,"S014","ITAP; Python",1154,"2016-02-09T00:08:00","isPunctuation",TRUE
"Submit","557f8029aad3e98e7f8ed14f3d180699",1493,"S014","ITAP; Python",1155,"2016-02-09T00:12:00","findRoot",FALSE
"Submit","5aeea60ef8c524ceee6c1107ee3daff8",1494,"S014","ITAP; Python",1156,"2016-02-09T00:13:00","findRoot",FALSE
"Submit","7458325bb10c95af416a21c24d44d701",1495,"S014","ITAP; Python",1157,"2016-02-09T00:13:00","findRoot",FALSE
"Submit","8550f1c5c2087fdd26c16f0277b7144b",2405,"S014","ITAP; Python",957,"2016-02-17T00:53:00","intToFloat",TRUE
"Submit","834ce7f681eed872f6222b68b2e475e0",2409,"S014","ITAP; Python",1535,"2016-02-17T01:07:00","leftoverCandy",FALSE
"Submit","c1ed6a25f32a006fc2b5ebb0dfbe632f",2411,"S014","ITAP; Python",912,"2016-02-17T01:08:00","leftoverCandy",TRUE
"Submit","eea05167f44819f5f047c0cbe4714802",2412,"S014","ITAP; Python",1324,"2016-02-17T01:09:00","howManyEggCartons",FALSE
"X-HintRequest","6396324cbd078cc5a6f82f2c42016295",2413,"S014","ITAP; Python",1324,"2016-02-17T01:09:00","howManyEggCartons",FALSE
"X-HintRequest","ecfce1e84437a42e621fde8cbab60b37",2416,"S014","ITAP; Python",510,"2016-02-17T01:10:00","howManyEggCartons",FALSE
"Submit","4d189d2cba2df9fd74a17d635a08b640",2417,"S014","ITAP; Python",1863,"2016-02-17T01:10:00","howManyEggCartons",FALSE
"Submit","ed5d10684170ed8de734d6d5935d9bac",2418,"S014","ITAP; Python",1864,"2016-02-17T01:10:00","howManyEggCartons",FALSE
"X-HintRequest","58f91fdfb85febb19d576f23467c9143",2419,"S014","ITAP; Python",510,"2016-02-17T01:11:00","howManyEggCartons",FALSE
"Submit","56706168c2c8b4fdaf5dc82a03085612",2420,"S014","ITAP; Python",1865,"2016-02-17T01:12:00","howManyEggCartons",FALSE
"Submit","70651a3ad232e43069c088da6793e3fd",2421,"S014","ITAP; Python",1866,"2016-02-17T01:12:00","howManyEggCartons",FALSE
"X-HintRequest","14704e91ffdf4f39b6e42003a8802639",2422,"S014","ITAP; Python",1324,"2016-02-17T01:13:00","howManyEggCartons",FALSE
"Submit","8877255e025132eef6a98d0584661d80",2427,"S014","ITAP; Python",1870,"2016-02-17T01:15:00","howManyEggCartons",FALSE
"Submit","eba3a5a2fef849fa25342316fe2529c4",2428,"S014","ITAP; Python",1871,"2016-02-17T01:17:00","howManyEggCartons",FALSE
"Submit","164e5108aa57fcfeed23e26e1972eba9",2429,"S014","ITAP; Python",1872,"2016-02-17T01:22:00","howManyEggCartons",FALSE
"X-HintRequest","b3283b26ba62193238c3b365a33e5c75",2430,"S014","ITAP; Python",1872,"2016-02-17T01:24:00","howManyEggCartons",FALSE
"X-HintRequest","538ad6da54586f1a4bb9f8ace617e29b",2431,"S014","ITAP; Python",1872,"2016-02-17T01:34:00","howManyEggCartons",FALSE
"Submit","f2394406a9a419300ade270149283573",2432,"S014","ITAP; Python",1873,"2016-02-17T01:35:00","howManyEggCartons",FALSE
"Submit","067c046a1239f751ce4ad14de6acf5a1",2433,"S014","ITAP; Python",1874,"2016-02-17T01:43:00","howManyEggCartons",FALSE
"Submit","b91fcef473349595bd0e44250175700d",2434,"S014","ITAP; Python",1874,"2016-02-17T01:54:00","howManyEggCartons",FALSE
"Submit","cdefb1c1f8f290faa13e342b06a665a2",2435,"S014","ITAP; Python",1875,"2016-02-17T01:55:00","howManyEggCartons",FALSE
"Submit","2f889392912e6b23492286f7157cdc15",2436,"S014","ITAP; Python",1875,"2016-02-17T01:56:00","howManyEggCartons",FALSE
"Submit","ac71c709e07aa13d4eb13f012153baf5",2437,"S014","ITAP; Python",1876,"2016-02-17T01:57:00","kthDigit",FALSE
"Submit","721ee1b360b6124bb654c89bb7948d9e",2438,"S014","ITAP; Python",1877,"2016-02-17T01:57:00","kthDigit",FALSE
"X-HintRequest","f14b104907b184835fecec5ed0be8771",2439,"S014","ITAP; Python",1877,"2016-02-17T02:01:00","kthDigit",FALSE
"Submit","dc8b517e73e6fc6d93a48bdbecd37513",2440,"S014","ITAP; Python",1878,"2016-02-17T02:03:00","kthDigit",FALSE
"Submit","94e21897aace72056e2a68c9d1e672b2",1144,"S020","ITAP; Python",868,"2016-01-26T01:25:00","helloWorld",FALSE
"Submit","f9891d369ec5fbf4cba52ee32299fba3",1145,"S020","ITAP; Python",11,"2016-01-26T01:26:00","helloWorld",TRUE
"Submit","dcbc5a4c8cbd7b3e2b6a634a315c23d6",1146,"S020","ITAP; Python",21,"2016-01-26T01:26:00","helloWorld",FALSE
"Submit","fc4f42a20ea86c6392adeaeb0977a48f",1147,"S020","ITAP; Python",868,"2016-01-26T01:26:00","helloWorld",FALSE
"Submit","7252908867d64a02b1afcae9f3a872ee",1148,"S020","ITAP; Python",349,"2016-01-26T01:26:00","helloWorld",FALSE
"Submit","8e0c096f2843ea2b38a03f23a4a0d915",1149,"S020","ITAP; Python",869,"2016-01-26T01:26:00","helloWorld",FALSE
"Submit","18a9b6b941dfa4b6afe282ffe12a5fdc",1150,"S020","ITAP; Python",20,"2016-01-26T01:27:00","doubleX",TRUE
"Submit","b4f6562f3defc1190bfedf970c07714d",1151,"S020","ITAP; Python",763,"2016-01-26T01:27:00","raiseToPower",TRUE
"Submit","69e837b7f8bb366eaff870109b3fb62b",2162,"S020","ITAP; Python",100,"2016-02-15T19:27:00","convertToDegrees",TRUE
"Submit","c686001ea46f99740d0eace8f171020b",2163,"S020","ITAP; Python",1668,"2016-02-15T19:28:00","isPunctuation",FALSE
"Submit","57fc90498188961bfbf0c15fd5bb6b60",2164,"S020","ITAP; Python",1669,"2016-02-15T19:28:00","isPunctuation",FALSE
"Submit","eac14db80f9972cdd3d95eaf7abbcb0e",2167,"S020","ITAP; Python",1672,"2016-02-15T19:35:00","isPunctuation",FALSE
"Submit","373bb153b5de8d7ff1b5aca849b95cf6",2168,"S020","ITAP; Python",1673,"2016-02-15T19:35:00","isPunctuation",FALSE
"Submit","dc5303f871bc3b84839d224d5a0bd0d5",2171,"S020","ITAP; Python",1674,"2016-02-15T19:39:00","isPunctuation",FALSE
"Submit","b2bd45d68c5f828ac609392fddd74835",2172,"S020","ITAP; Python",1674,"2016-02-15T19:40:00","isPunctuation",FALSE
"Submit","804e8399cd3425134197c39d5112ff57",2173,"S020","ITAP; Python",1675,"2016-02-15T19:41:00","isPunctuation",FALSE
"X-HintRequest","3ba9f9ce70d3c81b9357ab72b3bfcf12",2174,"S020","ITAP; Python",1676,"2016-02-15T19:46:00","isPunctuation",FALSE
"Submit","1352630281d8e5d103e4e0c81ef7a183",2175,"S020","ITAP; Python",1674,"2016-02-15T19:49:00","isPunctuation",FALSE
"X-HintRequest","1c3d3f788a1cfa9edae05a9119d6258e",2176,"S020","ITAP; Python",1674,"2016-02-15T19:49:00","isPunctuation",FALSE
"Submit","29fad015ab322677dbc53ff9ac3862ac",2177,"S020","ITAP; Python",1677,"2016-02-15T19:50:00","isPunctuation",FALSE
"X-HintRequest","90062d1fa342b7eef16f1343ea8b0cf7",2178,"S020","ITAP; Python",1677,"2016-02-15T19:50:00","isPunctuation",FALSE
"Submit","727adee8b186f46ed54c6aed72ef0d13",2179,"S020","ITAP; Python",1678,"2016-02-15T19:51:00","isPunctuation",FALSE
"Submit","b793a4ff30456d581007dc04cff72656",2180,"S020","ITAP; Python",1678,"2016-02-15T19:52:00","isPunctuation",FALSE
"X-HintRequest","f5932eb61f07bacddef07ec13b87fe34",2181,"S020","ITAP; Python",1678,"2016-02-15T19:52:00","isPunctuation",FALSE
"Submit","4e5c007d1dacdcd36c2ad76d14be3729",2182,"S020","ITAP; Python",1679,"2016-02-15T19:54:00","isPunctuation",FALSE
"X-HintRequest","8037ffa81be6e93e959269278edd34a9",2183,"S020","ITAP; Python",1679,"2016-02-15T19:54:00","isPunctuation",FALSE
"X-HintRequest","8ea427237f0b0ed702f9f0fc1f34fb90",2184,"S020","ITAP; Python",1678,"2016-02-15T19:55:00","isPunctuation",FALSE
"Submit","f98fcb52ad69e1a951add9349cb9a609",2185,"S020","ITAP; Python",1680,"2016-02-15T19:55:00","isPunctuation",FALSE
"X-HintRequest","3dd47d457a4ed0f0b5a005f2a38f1fe7",2186,"S020","ITAP; Python",1680,"2016-02-15T19:56:00","isPunctuation",FALSE
"Submit","a739c2ee33170c8b8b80d8089db1cb19",2187,"S020","ITAP; Python",1681,"2016-02-15T19:57:00","isPunctuation",FALSE
"X-HintRequest","b9d7f9b242130061a270882b5ccb9cc3",2188,"S020","ITAP; Python",1681,"2016-02-15T19:57:00","isPunctuation",FALSE
"Submit","5dee8b15bfc1d6015c60f3cb3b888dd4",2189,"S020","ITAP; Python",1682,"2016-02-15T19:57:00","isPunctuation",FALSE
"X-HintRequest","02a862d806d29e0f302b7633a2391191",2190,"S020","ITAP; Python",1682,"2016-02-15T19:58:00","isPunctuation",FALSE
"Submit","f792d0104a1319a67ee6caef9e835fcd",2191,"S020","ITAP; Python",1683,"2016-02-15T19:58:00","isPunctuation",FALSE
"X-HintRequest","c630693f2a6a9259b217c99597592717",2192,"S020","ITAP; Python",1683,"2016-02-15T20:00:00","isPunctuation",FALSE
"Submit","eb5ccf2a3f7ba7350566d69458c638e2",2194,"S020","ITAP; Python",1685,"2016-02-15T20:01:00","isPunctuation",FALSE
"Submit","252b1702a49c08e6473c3013f27fa46a",2195,"S020","ITAP; Python",1686,"2016-02-15T20:01:00","isPunctuation",FALSE
"X-HintRequest","ed376d9f8d37f67a9bbb4dc889730e78",2196,"S020","ITAP; Python",1686,"2016-02-15T20:01:00","isPunctuation",FALSE
"X-HintRequest","069feb762fce18028f0d34ae2bfc4d7a",2197,"S020","ITAP; Python",1686,"2016-02-15T20:02:00","isPunctuation",FALSE
"X-HintRequest","903972cb04afe678bfd895e2e2d0b19c",2198,"S020","ITAP; Python",1686,"2016-02-15T20:03:00","isPunctuation",FALSE
"Submit","a62e59e2f36322166df675e8d94ddcf1",2199,"S020","ITAP; Python",1687,"2016-02-15T20:07:00","findRoot",TRUE
"Submit","09f74fa3d128c945a5d82bf43575ac98",2200,"S020","ITAP; Python",1322,"2016-02-15T20:09:00","intToFloat",TRUE
"Submit","a0edb892889a4e4a1c4e6490f1d830de",2201,"S020","ITAP; Python",912,"2016-02-15T20:11:00","leftoverCandy",TRUE
"Submit","81192e7c4707306052dfcdad2ef857f7",2202,"S020","ITAP; Python",1325,"2016-02-15T20:11:00","howManyEggCartons",FALSE
"Submit","2ce1adf3dce031e3027f01ed132c45b8",2203,"S020","ITAP; Python",1688,"2016-02-15T20:12:00","howManyEggCartons",FALSE
